2005 01 41.7 
2005 02 41.4 
2005 03 45.2 
2005 04 57.4 
2005 05 62.4 
2005 06 75.1 
2005 07 80.9 
2005 08 80.1 
2005 09 75.8 
2005 10 63.8 
2005 11 54.6 
2005 12 41.9 
2006 01 47.4 
2006 02 42.6 
2006 03 49.7 
2006 04 60.5 
2006 05 66.2 
2006 06 74.4 
2006 07 80.8 
2006 08 81.3 
2006 09 70.3 
2006 10 61.1 
2006 11 54.5 
2006 12 48.2 
2007 01 46.1 
2007 02 38.1 
2007 03 51.3 
2007 04 57.5 
2007 05 65.6 
2007 06 75.9 
2007 07 79.4 
2007 08 79.7 
2007 09 74.4 
2007 10 69.1 
2007 11 52.0 
2007 12 47.8 
2008 01 42.2 
2008 02 46.7 
2008 03 52.9 
2008 04 59.0 
2008 05 65.2 
2008 06 79.2 
2008 07 79.0 
2008 08 77.7 
2008 09 73.8 
2008 10 60.4 
2008 11 49.4  
2008 12 48.2 
2009 01 37.7 
2009 02 43.0 
2009 03 47.5 
2009 04 59.4 
2009 05 68.9 
2009 06 75.6 
2009 07 77.6 
2009 08 79.5 
2009 09 71.1 
2009 10 62.5 
2009 11 55.2 
2009 12 43.9 
2010 01 37.8 
2010 02 37.3 
2010 03 51.0 
2010 04 61.8 
2010 05 70.2 
2010 06 80.3 
2010 07 82.8 
2010 08 80.1 
2010 09 75.2 
2010 10 63.9 
2010 11 55.2 
2010 12 43.9 
